lease_id,unit_id,property_id,metro,lease_start_date,leased_month,as_of_date,tenure_months,monthly_rent,market_rent_proxy,rent_to_market_ratio,late_payment_count_12m,work_order_count_12m,prior_renewal_count,bedrooms,renewed,synthetic_signal_z,dataset_version_id,cohort_month,is_long_tenure,high_service_load,ecosystem_segment,brand_line,flagship_style,metro_cluster,property_name,renewal_probability_ml,predicted_renewed_flag,risk_score,risk_tier,mlflow_run_id,model_name,scored_at
L001330,PROP016-U0125,PROP016,Columbus,2021-08-04,2021-08,2022-06-30,11,1665.14,1546.24,1.0769,1,0,4,2,1,1.1712,synthetic-demo-core-intel-v2026-05-16,2021-08,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.59816,1,0.40184,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001331,PROP024-U0010,PROP024,Phoenix,2024-06-22,2024-06,2025-03-19,9,1544.21,1573.54,0.9814,2,1,0,4,0,0.0932,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.36295,0,0.63705,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001332,PROP010-U0652,PROP010,Denver,2023-10-11,2023-10,2024-05-08,7,1729.33,1804.62,0.9583,0,2,4,2,1,1.3623,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.73037,1,0.26963,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001333,PROP036-U0019,PROP036,Columbus,2021-12-02,2021-12,2023-05-26,18,1958.79,1803.53,1.0861,0,1,4,1,1,1.0818,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.59312,1,0.40688,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001334,PROP031-U0066,PROP031,Nashville,2023-03-22,2023-03,2023-09-18,6,1629.28,1679.67,0.97,0,4,0,3,1,0.4025,synthetic-demo-core-intel-v2026-05-16,2023-03,0,0,btr_single_family_lot,HarbourGlow synthetic,townhome_strip,sunbelt_launch,Harbour Quarter,0.50917,1,0.49083,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001335,PROP036-U0103,PROP036,Columbus,2024-08-06,2024-08,2026-01-28,18,1466.47,1627.94,0.9008,2,2,0,1,1,-0.1201,synthetic-demo-core-intel-v2026-05-16,2024-08,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.32212,0,0.67788,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001336,PROP018-U0161,PROP018,Madison,2021-04-01,2021-04,2021-10-28,7,1563.19,1509.95,1.0353,2,1,0,1,1,-0.1396,synthetic-demo-core-intel-v2026-05-16,2021-04,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.27759,0,0.72241,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001337,PROP013-U0091,PROP013,Denver,2024-02-22,2024-02,2024-11-18,9,2078.46,1774.17,1.1715,0,2,4,4,1,1.4545,synthetic-demo-core-intel-v2026-05-16,2024-02,0,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.71593,1,0.28407,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001338,PROP036-U0399,PROP036,Columbus,2022-10-07,2022-10,2023-04-05,6,1598.44,1621.89,0.9855,2,0,0,2,1,-0.0305,synthetic-demo-core-intel-v2026-05-16,2022-10,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.32076,0,0.67924,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001339,PROP027-U0425,PROP027,Austin,2024-08-21,2024-08,2025-09-15,13,1557.57,1470.65,1.0591,1,1,3,2,0,0.9432,synthetic-demo-core-intel-v2026-05-16,2024-08,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.56949,1,0.43051,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001340,PROP029-U0061,PROP029,Bloomington,2021-10-19,2021-10,2022-10-14,12,1194.91,1213.3,0.9848,1,1,4,2,1,1.2535,synthetic-demo-core-intel-v2026-05-16,2021-10,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.651,1,0.349,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001341,PROP009-U0109,PROP009,Denver,2023-10-05,2023-10,2024-09-29,12,1301.07,1207.94,1.0771,0,1,1,2,1,0.3839,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,LivStripe-O synthetic,townhome_strip,growth_infill,Catalyst Terrace,0.43398,0,0.56602,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001342,PROP032-U0120,PROP032,Austin,2024-09-16,2024-09,2025-09-11,12,1729.13,1738.09,0.9948,1,1,2,2,0,0.65,synthetic-demo-core-intel-v2026-05-16,2024-09,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.52371,1,0.47629,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001343,PROP020-U0100,PROP020,Denver,2022-04-27,2022-04,2024-04-16,24,1768.97,1953.5,0.9055,2,0,0,4,0,0.1175,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.41596,0,0.58404,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001344,PROP028-U0389,PROP028,Chicago,2021-06-01,2021-06,2022-07-26,14,1502.77,1499.21,1.0024,0,3,4,1,1,1.2308,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.62816,1,0.37184,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001345,PROP030-U0023,PROP030,Phoenix,2022-07-03,2022-07,2024-04-23,22,1884.22,1620.1,1.163,0,0,3,4,0,0.8999,synthetic-demo-core-intel-v2026-05-16,2022-07,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.52808,1,0.47192,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001346,PROP005-U0159,PROP005,Columbus,2023-04-18,2023-04,2024-02-12,10,2187.13,2256.98,0.9691,2,1,3,2,1,0.8798,synthetic-demo-core-intel-v2026-05-16,2023-04,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.58301,1,0.41699,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001347,PROP005-U0073,PROP005,Columbus,2023-06-02,2023-06,2024-08-25,15,1463.14,1465.62,0.9983,2,1,1,4,1,0.3503,synthetic-demo-core-intel-v2026-05-16,2023-06,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.4179,0,0.5821,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001348,PROP003-U0124,PROP003,Denver,2022-11-06,2022-11,2023-06-04,7,2033.67,2070.53,0.9822,0,1,3,2,1,1.132,synthetic-demo-core-intel-v2026-05-16,2022-11,0,0,hybrid_corner,HarbourGlow synthetic,cottage_cluster,major_msa_hub,Nova Courts,0.65695,1,0.34305,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001349,PROP025-U0128,PROP025,Denver,2024-07-29,2024-07,2025-06-24,11,2235.03,2419.91,0.9236,1,1,3,5,1,1.3661,synthetic-demo-core-intel-v2026-05-16,2024-07,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,college_city_corridor,Tapestry Walk,0.72318,1,0.27682,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001350,PROP034-U0067,PROP034,Madison,2023-03-21,2023-03,2023-10-17,7,1794.96,1714.85,1.0467,2,0,0,1,0,-0.1131,synthetic-demo-core-intel-v2026-05-16,2023-03,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.27161,0,0.72839,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001351,PROP002-U0254,PROP002,Chicago,2023-06-16,2023-06,2023-12-13,6,1373.9,1340.26,1.0251,1,1,2,4,0,0.7391,synthetic-demo-core-intel-v2026-05-16,2023-06,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.50332,1,0.49668,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001352,PROP006-U0194,PROP006,Nashville,2024-09-01,2024-09,2025-05-29,9,1714.98,1564.92,1.0959,1,2,0,2,1,-0.0785,synthetic-demo-core-intel-v2026-05-16,2024-09,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.40203,0,0.59797,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001353,PROP018-U0038,PROP018,Madison,2024-08-07,2024-08,2025-05-04,9,1490.42,1514.92,0.9838,3,1,3,2,1,0.7748,synthetic-demo-core-intel-v2026-05-16,2024-08,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.51577,1,0.48423,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001354,PROP015-U0229,PROP015,Columbus,2022-04-23,2022-04,2023-04-18,12,2103.68,2133.56,0.986,0,1,4,1,1,1.3369,synthetic-demo-core-intel-v2026-05-16,2022-04,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.64789,1,0.35211,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001355,PROP005-U0122,PROP005,Columbus,2022-02-05,2022-02,2023-09-28,20,1694.72,1657.3,1.0226,1,2,4,1,1,0.9805,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.6008,1,0.3992,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001356,PROP024-U0058,PROP024,Phoenix,2023-11-15,2023-11,2024-07-12,8,1625.64,1728.87,0.9403,0,1,2,2,1,0.7786,synthetic-demo-core-intel-v2026-05-16,2023-11,0,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.51563,1,0.48437,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001357,PROP033-U0208,PROP033,Bloomington,2023-01-06,2023-01,2024-06-29,18,2045.15,1864.94,1.0966,3,1,4,2,1,0.8125,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.60798,1,0.39202,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001358,PROP010-U0197,PROP010,Denver,2022-09-19,2022-09,2023-10-14,13,1500.11,1516.3,0.9893,1,2,4,4,1,1.3954,synthetic-demo-core-intel-v2026-05-16,2022-09,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.73161,1,0.26839,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001359,PROP001-U0036,PROP001,Chicago,2023-09-05,2023-09,2024-10-29,14,2040.66,2144.93,0.9514,1,2,2,5,0,0.9466,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,btr_single_family_lot,TapestryBands synthetic,wrap_garden,growth_infill,Harbour District,0.57997,1,0.42003,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001360,PROP010-U0365,PROP010,Denver,2023-07-15,2023-07,2025-07-04,24,1769.12,1687.6,1.0483,1,1,1,3,0,0.1278,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.44679,0,0.55321,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001361,PROP009-U0133,PROP009,Denver,2024-07-03,2024-07,2025-09-26,15,1678.58,1482.61,1.1322,2,0,0,2,1,-0.1584,synthetic-demo-core-intel-v2026-05-16,2024-07,1,0,student_housing_pad,LivStripe-O synthetic,townhome_strip,growth_infill,Catalyst Terrace,0.31079,0,0.68921,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001362,PROP016-U0562,PROP016,Columbus,2022-05-27,2022-05,2023-04-22,11,1562.87,1337.65,1.1684,0,1,3,3,1,0.9407,synthetic-demo-core-intel-v2026-05-16,2022-05,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.53425,1,0.46575,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001363,PROP005-U0176,PROP005,Columbus,2023-11-22,2023-11,2024-09-17,10,1803.57,1827.38,0.987,1,1,1,2,1,0.3206,synthetic-demo-core-intel-v2026-05-16,2023-11,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.41922,0,0.58078,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001364,PROP014-U0160,PROP014,Austin,2021-11-14,2021-11,2022-08-11,9,1739.36,1989.82,0.8741,0,1,2,3,1,1.2779,synthetic-demo-core-intel-v2026-05-16,2021-11,0,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.60597,1,0.39403,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001365,PROP005-U0329,PROP005,Columbus,2024-08-04,2024-08,2026-05-26,22,1873.99,1776.87,1.0547,0,0,4,3,1,1.2062,synthetic-demo-core-intel-v2026-05-16,2024-08,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.62441,1,0.37559,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001366,PROP026-U0421,PROP026,Chicago,2021-04-28,2021-04,2022-11-19,19,1518.24,1576.48,0.9631,3,1,0,2,0,-0.2771,synthetic-demo-core-intel-v2026-05-16,2021-04,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.28934,0,0.71066,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001367,PROP017-U0021,PROP017,Austin,2023-11-17,2023-11,2024-10-12,11,2241.14,1779.12,1.22,0,0,1,2,0,0.383,synthetic-demo-core-intel-v2026-05-16,2023-11,0,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.3916,0,0.6084,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001368,PROP003-U0250,PROP003,Denver,2021-05-23,2021-05,2022-08-16,15,1946.8,2008.57,0.9692,0,0,2,1,1,0.8515,synthetic-demo-core-intel-v2026-05-16,2021-05,1,0,hybrid_corner,HarbourGlow synthetic,cottage_cluster,major_msa_hub,Nova Courts,0.52916,1,0.47084,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001369,PROP002-U0424,PROP002,Chicago,2024-05-17,2024-05,2025-09-09,16,1730.08,1570.02,1.1019,3,1,3,4,1,0.7154,synthetic-demo-core-intel-v2026-05-16,2024-05,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.51958,1,0.48042,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001370,PROP018-U0074,PROP018,Madison,2024-09-05,2024-09,2025-03-04,6,1567.0,1514.61,1.0346,0,1,4,1,1,1.2713,synthetic-demo-core-intel-v2026-05-16,2024-09,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.5995,1,0.4005,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001371,PROP023-U0088,PROP023,Orlando,2024-02-20,2024-02,2026-02-09,24,1961.18,1974.33,0.9933,1,1,4,2,1,0.872,synthetic-demo-core-intel-v2026-05-16,2024-02,1,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.68163,1,0.31837,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001372,PROP009-U0003,PROP009,Denver,2024-01-09,2024-01,2025-09-30,21,1735.63,1490.62,1.1644,0,0,2,1,1,0.4081,synthetic-demo-core-intel-v2026-05-16,2024-01,1,0,student_housing_pad,LivStripe-O synthetic,townhome_strip,growth_infill,Catalyst Terrace,0.44168,0,0.55832,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001373,PROP012-U0225,PROP012,Denver,2022-11-01,2022-11,2024-02-24,16,859.78,1089.67,0.789,0,2,2,3,0,1.1408,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.61473,1,0.38527,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001374,PROP024-U0018,PROP024,Phoenix,2021-12-09,2021-12,2023-08-01,20,1471.48,1395.77,1.0542,0,1,2,2,1,0.4448,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.44243,0,0.55757,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001375,PROP017-U0046,PROP017,Austin,2024-10-11,2024-10,2025-06-08,8,1943.03,2043.28,0.9509,0,0,0,4,0,0.5962,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.44472,0,0.55528,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001376,PROP005-U0288,PROP005,Columbus,2023-01-11,2023-01,2025-01-30,25,1661.33,1872.11,0.8874,3,2,3,2,1,0.533,synthetic-demo-core-intel-v2026-05-16,2023-01,1,1,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.54762,1,0.45238,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001377,PROP015-U0229,PROP015,Columbus,2024-02-18,2024-02,2025-08-11,18,1770.33,1814.44,0.9757,1,2,4,1,1,1.1038,synthetic-demo-core-intel-v2026-05-16,2024-02,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.62273,1,0.37727,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001378,PROP010-U0018,PROP010,Denver,2023-09-27,2023-09,2025-09-16,24,1984.96,1777.81,1.1165,0,0,3,2,1,0.6227,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.56422,1,0.43578,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001379,PROP034-U0213,PROP034,Madison,2023-09-09,2023-09,2025-07-30,23,1739.6,1754.78,0.9913,0,0,1,3,1,0.3317,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.38877,0,0.61123,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001380,PROP029-U0194,PROP029,Bloomington,2022-05-09,2022-05,2023-10-01,17,1058.49,893.16,1.1851,0,0,4,2,1,1.0201,synthetic-demo-core-intel-v2026-05-16,2022-05,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.56378,1,0.43622,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001381,PROP012-U0080,PROP012,Denver,2022-08-21,2022-08,2023-07-17,11,1730.4,1681.72,1.0289,2,0,1,2,0,0.3209,synthetic-demo-core-intel-v2026-05-16,2022-08,0,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.43126,0,0.56874,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001382,PROP010-U0489,PROP010,Denver,2022-09-08,2022-09,2024-03-31,19,1900.03,2170.85,0.8752,1,1,2,2,1,0.6614,synthetic-demo-core-intel-v2026-05-16,2022-09,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.57603,1,0.42397,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001383,PROP006-U0149,PROP006,Nashville,2023-04-24,2023-04,2024-08-16,16,1708.45,1503.52,1.1363,0,0,1,2,1,0.286,synthetic-demo-core-intel-v2026-05-16,2023-04,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.43246,0,0.56754,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001384,PROP027-U0532,PROP027,Austin,2023-10-03,2023-10,2024-11-26,14,1641.88,1526.86,1.0753,2,0,2,2,0,0.5683,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.46178,0,0.53822,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001385,PROP034-U0107,PROP034,Madison,2021-10-06,2021-10,2023-05-29,20,1463.97,1694.62,0.8639,0,1,4,2,0,1.3218,synthetic-demo-core-intel-v2026-05-16,2021-10,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.64498,1,0.35502,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001386,PROP011-U0265,PROP011,Denver,2021-11-15,2021-11,2023-10-06,23,1832.05,1804.92,1.015,1,0,2,2,0,0.3947,synthetic-demo-core-intel-v2026-05-16,2021-11,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.5044,1,0.4956,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001387,PROP025-U0088,PROP025,Denver,2021-03-09,2021-03,2021-12-04,9,1809.94,1672.45,1.0822,0,1,3,4,1,1.237,synthetic-demo-core-intel-v2026-05-16,2021-03,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,college_city_corridor,Tapestry Walk,0.65455,1,0.34545,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001388,PROP010-U0487,PROP010,Denver,2023-01-07,2023-01,2024-05-31,17,1741.18,1798.78,0.968,0,0,4,2,1,1.3432,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.68653,1,0.31347,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001389,PROP034-U0091,PROP034,Madison,2023-07-26,2023-07,2025-04-16,21,1699.28,1631.57,1.0415,0,0,0,2,0,-0.146,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.28511,0,0.71489,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001390,PROP011-U0593,PROP011,Denver,2021-10-22,2021-10,2022-10-17,12,1603.83,1233.57,1.22,0,4,4,2,0,0.925,synthetic-demo-core-intel-v2026-05-16,2021-10,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.6638,1,0.3362,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001391,PROP005-U0035,PROP005,Columbus,2023-09-24,2023-09,2024-09-18,12,1713.44,1515.3,1.1308,0,0,0,1,1,-0.0565,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.27674,0,0.72326,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001392,PROP032-U0267,PROP032,Austin,2021-01-05,2021-01,2021-07-04,6,1731.43,2034.16,0.8512,1,1,3,2,0,1.1539,synthetic-demo-core-intel-v2026-05-16,2021-01,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.6568,1,0.3432,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001393,PROP035-U0022,PROP035,Madison,2024-04-28,2024-04,2025-04-23,12,1915.71,1969.15,0.9729,0,2,2,2,0,0.6926,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,growth_infill,Brightline Courts,0.50793,1,0.49207,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001394,PROP015-U0304,PROP015,Columbus,2023-08-25,2023-08,2025-01-16,17,1762.56,1981.85,0.8894,2,0,1,2,1,0.3194,synthetic-demo-core-intel-v2026-05-16,2023-08,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.40721,0,0.59279,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001395,PROP033-U0231,PROP033,Bloomington,2023-08-15,2023-08,2025-09-03,25,1855.13,1692.84,1.0959,0,1,3,1,1,0.5486,synthetic-demo-core-intel-v2026-05-16,2023-08,1,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.52912,1,0.47088,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001396,PROP010-U0597,PROP010,Denver,2023-09-18,2023-09,2025-01-10,16,1395.2,1388.67,1.0047,0,2,4,2,1,1.2397,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.68717,1,0.31283,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L001397,PROP011-U0238,PROP011,Denver,2022-05-18,2022-05,2023-04-13,11,1379.21,1359.41,1.0146,1,2,0,4,1,0.1213,synthetic-demo-core-intel-v2026-05-16,2022-05,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.42893,0,0.57107,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
